miR_ID,mRNA_ID
hsa-miR-16-5p,NM_024426
hsa-miR-1,NM_014456
hsa-miR-124-3p,NM_021198
hsa-miR-124-3p,NM_004862
hsa-miR-124-3p,NM_022075
hsa-miR-124-3p,NM_020179
hsa-miR-124-3p,NM_006663
hsa-miR-124-3p,NM_001084
hsa-miR-124-3p,NM_018719
hsa-miR-124-3p,NM_022365
hsa-miR-124-3p,NM_001753
hsa-miR-124-3p,NM_004817
hsa-miR-124-3p,NM_004710
hsa-miR-124-3p,NM_005498
hsa-miR-124-3p,NM_019027
hsa-miR-124-3p,NM_018214
hsa-miR-124-3p,NM_000183
hsa-miR-124-3p,NM_024092
hsa-miR-124-3p,NM_152261
hsa-miR-124-3p,NM_013411
hsa-miR-124-3p,NM_005327
hsa-miR-124-3p,NM_173607
hsa-miR-124-3p,NM_021961
hsa-miR-124-3p,NM_018226
hsa-miR-124-3p,NM_016006
hsa-miR-124-3p,NM_022821
hsa-miR-124-3p,NM_015055
hsa-miR-124-3p,NM_006289
hsa-miR-124-3p,NM_004239
hsa-miR-124-3p,NM_006754
hsa-miR-124-3p,NM_001980
hsa-miR-124-3p,NM_194281
hsa-miR-124-3p,NM_006117
hsa-miR-124-3p,NM_057175
hsa-miR-124-3p,NM_024792
hsa-miR-124-3p,NM_014445
hsa-miR-124-3p,NM_022152
hsa-miR-124-3p,NM_001010875
hsa-miR-124-3p,NM_015627
hsa-miR-124-3p,NM_030935
hsa-miR-124-3p,NM_014170
hsa-miR-124-3p,NM_022782
hsa-miR-124-3p,NM_001497
hsa-miR-124-3p,NM_032367
hsa-miR-124-3p,NM_019054
hsa-miR-124-3p,NM_006320
hsa-miR-124-3p,NM_018090
hsa-miR-124-3p,NM_004945
hsa-miR-124-3p,NM_032525
hsa-miR-124-3p,NM_014447
hsa-miR-124-3p,NM_199072
hsa-miR-124-3p,NM_175866
hsa-miR-124-3p,NM_015516
hsa-miR-124-3p,NM_005009
hsa-miR-124-3p,NM_018370
hsa-miR-124-3p,NM_138473
hsa-miR-124-3p,NM_007236
hsa-miR-124-3p,NM_001331
hsa-miR-124-3p,NM_005397
hsa-miR-124-3p,NM_206894
hsa-miR-124-3p,NM_002668
hsa-miR-124-3p,NM_178507
hsa-miR-124-3p,NM_004422
hsa-miR-124-3p,NM_152792
hsa-miR-124-3p,NM_006764
hsa-miR-124-3p,NM_017785
hsa-miR-124-3p,NM_002819
hsa-miR-124-3p,NM_004568
hsa-miR-124-3p,NM_138785
hsa-miR-124-3p,NM_020731
hsa-miR-124-3p,NM_014320
hsa-miR-124-3p,NM_133496
hsa-miR-124-3p,NM_001654
hsa-miR-124-3p,NM_000177
hsa-miR-124-3p,NM_014481
hsa-miR-124-3p,NM_032139
hsa-miR-124-3p,NM_004670
hsa-miR-124-3p,NM_033116
hsa-miR-124-3p,NM_130468
hsa-miR-124-3p,NM_006751
hsa-miR-124-3p,NM_000696
hsa-miR-124-3p,NM_006410
hsa-miR-124-3p,NM_019895
hsa-miR-124-3p,NM_022833
hsa-miR-124-3p,NM_004815
hsa-miR-124-3p,NM_000075
hsa-miR-124-3p,NM_000611
hsa-miR-124-3p,NM_001921
hsa-miR-124-3p,NM_018561
hsa-miR-124-3p,NM_014452
hsa-miR-124-3p,NM_003060
hsa-miR-124-3p,NM_007044
hsa-miR-124-3p,NM_017779
hsa-miR-124-3p,NM_012388
hsa-miR-124-3p,NM_005730
hsa-miR-124-3p,NM_002372
hsa-miR-124-3p,NM_014397
hsa-miR-373-3p,NM_144563
hsa-miR-373-3p,NM_145048
hsa-miR-373-3p,NM_144596
hsa-miR-373-3p,NM_003816
hsa-miR-373-3p,NM_025205
hsa-miR-373-3p,NM_138779
hsa-miR-373-3p,NM_153042
hsa-miR-373-3p,NM_000247
hsa-miR-373-3p,NM_015455
hsa-miR-373-3p,NM_152345
hsa-miR-373-3p,NM_173595
hsa-miR-373-3p,NM_024103
hsa-miR-373-3p,NM_153369
hsa-miR-373-3p,NM_016299
hsa-miR-373-3p,NM_006282
hsa-miR-373-3p,NM_014051
hsa-miR-373-3p,NM_152835
hsa-miR-373-3p,NM_003223
hsa-miR-373-3p,NM_018421
hsa-miR-373-3p,NM_020644
hsa-miR-373-3p,NM_016350
hsa-miR-373-3p,NM_013448
hsa-miR-373-3p,NM_003981
hsa-miR-373-3p,NM_016433
hsa-miR-373-3p,NM_016133
hsa-miR-373-3p,NM_007275
hsa-miR-373-3p,NM_015076
hsa-miR-373-3p,NM_021914
hsa-miR-373-3p,NM_016343
hsa-miR-373-3p,NM_013296
hsa-miR-373-3p,NM_001080472
hsa-miR-373-3p,NM_003764
hsa-miR-373-3p,NM_021137
hsa-miR-373-3p,NM_173647
hsa-miR-373-3p,NM_152261
hsa-miR-373-3p,NM_016230
hsa-miR-373-3p,NM_018284
hsa-miR-373-3p,NM_004233
hsa-miR-373-3p,NM_024513
hsa-miR-373-3p,NM_018492
hsa-miR-373-3p,NM_178818
hsa-miR-373-3p,NM_019555
hsa-miR-373-3p,NM_013446
hsa-miR-373-3p,NM_005573
hsa-miR-373-3p,NM_016019
hsa-miR-373-3p,NM_014685
hsa-miR-373-3p,NM_004896
hsa-miR-373-3p,NM_021633
hsa-miR-373-3p,NM_015853
hsa-miR-373-3p,NM_013230
hsa-miR-373-3p,NM_004427
hsa-miR-373-3p,NM_032373
hsa-miR-373-3p,NM_017877
hsa-miR-373-3p,NM_016603
hsa-miR-373-3p,NM_001483
hsa-miR-373-3p,NM_138555
hsa-miR-16-5p,NM_000657
hsa-miR-16-5p,NM_016370
hsa-miR-16-5p,NM_005736
hsa-miR-15a-5p,NM_005736
hsa-miR-16-5p,NM_000365
hsa-miR-16-5p,NM_138638
hsa-miR-16-5p,NM_005324
hsa-miR-16-5p,NM_182763
hsa-miR-15a-5p,NM_018263
hsa-miR-15a-5p,NM_173473
hsa-miR-15a-5p,NM_015676
hsa-miR-15a-5p,NM_014959
hsa-miR-15a-5p,NM_033331
hsa-miR-15a-5p,NM_018451
hsa-miR-15a-5p,NM_025180
hsa-miR-15a-5p,NM_001310
hsa-miR-15a-5p,NM_019083
hsa-miR-15a-5p,NM_024759
hsa-miR-15a-5p,NM_017867
hsa-miR-15a-5p,NM_021925
hsa-miR-15a-5p,NM_152683
hsa-miR-15a-5p,NM_005113
hsa-miR-15a-5p,NM_018178
hsa-miR-15a-5p,NM_005316
hsa-miR-15a-5p,NM_005324
hsa-miR-15a-5p,NM_020771
hsa-miR-15a-5p,NM_032124
hsa-miR-15a-5p,NM_017912
hsa-miR-15a-5p,NM_017941
hsa-miR-15a-5p,NM_005836
hsa-miR-15a-5p,NM_032303
hsa-miR-15a-5p,NM_005345
hsa-miR-15a-5p,NM_002228
hsa-miR-15a-5p,NM_052927
hsa-miR-15a-5p,NM_138819
hsa-miR-15a-5p,NM_001006605
hsa-miR-15a-5p,NM_182763
hsa-miR-15a-5p,NM_000251
hsa-miR-15a-5p,NM_152729
hsa-miR-15a-5p,NM_145243
hsa-miR-15a-5p,NM_013374
hsa-miR-15a-5p,NM_001031835
hsa-miR-15a-5p,NM_001128144
hsa-miR-15a-5p,NM_002687
hsa-miR-15a-5p,NM_000946
hsa-miR-15a-5p,NM_058216
hsa-miR-15a-5p,NM_018307
hsa-miR-15a-5p,NM_021133
hsa-miR-15a-5p,NM_006416
hsa-miR-15a-5p,NM_015948
hsa-miR-15a-5p,NM_022173
hsa-miR-15a-5p,NM_003299
hsa-miR-15a-5p,NM_003359
hsa-miR-15a-5p,NM_006759
hsa-miR-15a-5p,NM_007259
hsa-miR-15a-5p,NM_003387
hsa-miR-15a-5p,NM_032497
hsa-miR-125b-5p,NM_173473
hsa-miR-125b-5p,NM_005324
hsa-miR-125b-5p,NM_006988
hsa-miR-125b-5p,NM_022121
hsa-miR-125b-5p,NM_003782
hsa-miR-125b-5p,NM_014373
hsa-miR-125b-5p,NM_033340
hsa-miR-125b-5p,NM_001806
hsa-miR-125b-5p,NM_182511
hsa-miR-125b-5p,NM_003538
hsa-miR-125b-5p,NM_001017971
hsa-miR-125b-5p,NM_175709
hsa-miR-125b-5p,NM_001076
hsa-miR-125b-5p,NM_194261
hsa-miR-125b-5p,NM_005105
hsa-miR-125b-5p,NM_173843
hsa-miR-125b-5p,NM_053039
hsa-miR-125b-5p,NM_032992
hsa-miR-125b-5p,NM_001362
hsa-miR-125b-5p,NM_018930
hsa-miR-125b-5p,NM_000499
hsa-miR-125b-5p,NM_002644
hsa-miR-125b-5p,NM_004616
hsa-miR-125b-5p,NM_005907
hsa-miR-125b-5p,NM_001122679
hsa-miR-125b-5p,NM_004973
hsa-miR-125b-5p,NM_181353
hsa-miR-125b-5p,NM_213609
hsa-miR-16-5p,NM_018263
hsa-miR-16-5p,NM_173473
hsa-miR-16-5p,NM_015676
hsa-miR-16-5p,NM_014959
hsa-miR-16-5p,NM_033331
hsa-miR-16-5p,NM_018451
hsa-miR-16-5p,NM_025180
hsa-miR-16-5p,NM_001310
hsa-miR-16-5p,NM_019083
hsa-miR-16-5p,NM_024759
hsa-miR-16-5p,NM_017867
hsa-miR-16-5p,NM_021925
hsa-miR-16-5p,NM_152683
hsa-miR-16-5p,NM_005113
hsa-miR-16-5p,NM_018178
hsa-miR-16-5p,NM_005316
hsa-miR-16-5p,NM_020771
hsa-miR-16-5p,NM_032124
hsa-miR-16-5p,NM_017912
hsa-miR-16-5p,NM_017941
hsa-miR-16-5p,NM_005836
hsa-miR-16-5p,NM_032303
hsa-miR-16-5p,NM_005345
hsa-miR-16-5p,NM_002228
hsa-miR-16-5p,NM_052927
hsa-miR-16-5p,NM_138819
hsa-miR-16-5p,NM_001006605
hsa-miR-16-5p,NM_000251
hsa-miR-16-5p,NM_152729
hsa-miR-16-5p,NM_145243
hsa-miR-16-5p,NM_013374
hsa-miR-16-5p,NM_001031835
hsa-miR-16-5p,NM_001128144
hsa-miR-16-5p,NM_002687
hsa-miR-16-5p,NM_000946
hsa-miR-16-5p,NM_058216
hsa-miR-16-5p,NM_018307
hsa-miR-16-5p,NM_021133
hsa-miR-16-5p,NM_006416
hsa-miR-16-5p,NM_015948
hsa-miR-16-5p,NM_022173
hsa-miR-16-5p,NM_003299
hsa-miR-16-5p,NM_003359
hsa-miR-16-5p,NM_006759
hsa-miR-16-5p,NM_007259
hsa-miR-16-5p,NM_003387
hsa-miR-16-5p,NM_032497
hsa-miR-16-5p,NM_001882
hsa-miR-16-5p,NM_022581
hsa-miR-15a-5p,NM_000657
hsa-miR-15a-5p,NM_016370
hsa-miR-15a-5p,NM_000365
hsa-miR-29a-3p,NM_001039802
hsa-miR-27a-3p,NM_002634
hsa-miR-659-3p,NM_002087
hsa-miR-16-5p,NM_001136126
hsa-miR-126-3p,NM_005027
hsa-miR-126-3p,NM_005207
hsa-miR-520b,NM_000247
hsa-miR-192-5p,NM_000791
hsa-miR-27a-3p,NM_001001890
hsa-miR-22-3p,NM_001001928
hsa-miR-29c-3p,NM_001039802
hsa-miR-29c-3p,NM_181524
hsa-miR-29b-3p,NM_001039802
hsa-miR-29b-3p,NM_181524
hsa-miR-1,NM_001012505
hsa-miR-513a-5p,NM_014143
hsa-miR-155-5p,NM_015093
hsa-miR-29b-3p,NM_175630
hsa-miR-302d-3p,NM_014112
hsa-miR-372-3p,NM_014112
hsa-miR-126-3p,NM_001033756
hsa-miR-205-5p,NM_001025367
hsa-miR-205-5p,NM_001982
hsa-miR-205-5p,NM_005400
hsa-miR-16-5p,NM_145905
hsa-miR-16-5p,NM_203364
hsa-miR-223-3p,NM_203401
hsa-miR-135a-5p,NM_001127511
hsa-miR-135b-5p,NM_001127511
hsa-miR-99a-5p,NM_000875
hsa-miR-99a-5p,NM_020761
hsa-miR-100-5p,NM_000875
hsa-miR-100-5p,NM_020761
hsa-miR-296-5p,NM_053056
hsa-miR-296-5p,NM_000633
hsa-miR-296-5p,NM_004324
hsa-miR-215-5p,NM_000791
hsa-miR-215-5p,NM_001071
hsa-miR-215-5p,NM_016448
hsa-miR-650,NM_001127582
hsa-miR-204-5p,NM_001814
hsa-miR-204-5p,NM_002422
hsa-miR-204-5p,NM_004994
hsa-miR-204-5p,NM_001199
hsa-miR-204-5p,NM_001797
hsa-miR-204-5p,NM_005720
hsa-miR-204-5p,NM_000213
hsa-miR-204-5p,NM_183001
hsa-miR-204-5p,NM_004429
hsa-miR-204-5p,NM_021873
hsa-miR-204-5p,NM_004217
hsa-miR-204-5p,NM_006494
hsa-miR-204-5p,NM_004502
hsa-miR-204-5p,NM_003483
hsa-miR-204-5p,NM_001682
hsa-miR-204-5p,NM_001999
hsa-miR-204-5p,NM_003118
hsa-miR-128-3p,NM_000676
hsa-miR-17-5p,NM_000584
hsa-miR-20a-5p,NM_000584
hsa-miR-375,NM_006106
hsa-miR-22-3p,NM_002382
hsa-miR-125b-5p,NM_014682
hsa-miR-125b-5p,NM_177438
hsa-miR-22-3p,NM_000314
hsa-miR-1,NM_001839
hsa-miR-1,NM_052879
hsa-miR-512-3p,NM_003879
hsa-miR-516a-5p,NM_002776
hsa-miR-19a-3p,NM_001901
hsa-miR-19b-3p,NM_001901
hsa-miR-18a-5p,NM_003246
hsa-miR-19a-3p,NM_003246
hsa-miR-17-5p,NM_078467
hsa-miR-17-5p,NM_001400
hsa-miR-20a-5p,NM_002227
hsa-miR-17-5p,NM_138621
hsa-miR-18a-5p,NM_138621
hsa-miR-19a-3p,NM_138621
hsa-miR-20a-5p,NM_138621
hsa-miR-29a-3p,NM_000090
hsa-miR-135a-5p,NM_001629
hsa-miR-199a-5p,NM_001629
hsa-miR-146a-5p,NM_005623
hsa-miR-433-3p,NM_006044
hsa-miR-128-3p,NM_000527
hsa-miR-128-3p,NM_006472
hsa-miR-128-3p,NM_020548
hsa-miR-124-3p,NM_000527
hsa-miR-128-3p,NM_012199
hsa-miR-107,NM_012199
hsa-miR-107,NM_012154
hsa-miR-107,NM_024852
hsa-miR-181a-5p,NM_000633
hsa-miR-125b-5p,NM_002276
hsa-miR-615-5p,NM_002276
hsa-miR-138-5p,NM_002276
hsa-let-7b-5p,NM_002276
hsa-miR-145-5p,NM_001237
hsa-miR-331-3p,NM_080668
hsa-miR-331-3p,NM_004856
hsa-miR-125b-5p,NM_001259
hsa-miR-125b-5p,NM_201567
hsa-miR-140-5p,NM_000599
hsa-miR-16-5p,NM_001238
hsa-miR-218-5p,NM_000088
hsa-miR-218-5p,NM_030796
hsa-miR-155-5p,NM_005194
hsa-miR-372-3p,NM_006186
hsa-miR-302d-3p,NM_006186
hsa-miR-19a-3p,NM_006186
hsa-miR-217,NM_006186
hsa-miR-16-5p,NM_021111
hsa-miR-372-3p,NM_021111
hsa-miR-126-3p,NM_005488
hsa-miR-424-5p,NM_023105
hsa-miR-141-3p,NM_133171
hsa-miR-200a-3p,NM_133171
hsa-miR-200b-3p,NM_133171
hsa-miR-429,NM_133171
hsa-miR-145-5p,NM_002456
hsa-miR-15b-5p,NM_003010
hsa-miR-24-3p,NM_003010
hsa-miR-25-3p,NM_003010
hsa-miR-141-3p,NM_003010
hsa-miR-141-3p,NM_014795
hsa-miR-106a-5p,NM_020341
hsa-let-7a-5p,NM_007099
hsa-let-7i-5p,NM_198892
hsa-let-7d-5p,NM_001418
hsa-let-7g-5p,NM_001418
hsa-let-7i-5p,NM_001418
hsa-let-7a-5p,NM_003758
hsa-let-7c-5p,NM_003758
hsa-let-7i-5p,NM_033084
hsa-let-7a-5p,NM_025205
hsa-let-7c-5p,NM_025205
hsa-let-7d-5p,NM_014857
hsa-let-7e-5p,NM_014857
hsa-let-7a-5p,NM_003729
hsa-let-7c-5p,NM_003729
hsa-let-7a-5p,NM_175839
hsa-let-7d-5p,NM_175839
hsa-miR-146a-5p,NM_014033
hsa-miR-146a-5p,NM_175887
hsa-miR-146a-5p,NM_024596
hsa-miR-146a-5p,NM_182751
hsa-miR-146a-5p,NM_002692
hsa-miR-146a-5p,NM_152835
hsa-miR-146a-5p,NM_152718
hsa-miR-146a-5p,NM_002341
hsa-miR-146a-5p,NM_003579
hsa-miR-146a-5p,NM_000186
hsa-miR-146a-5p,NM_007294
hsa-miR-146a-5p,NM_021992
hsa-miR-146a-5p,NM_001531
hsa-miR-146a-5p,NM_032827
hsa-miR-146a-5p,NM_013282
hsa-miR-146a-5p,NM_080798
hsa-miR-146a-5p,NM_003920
hsa-miR-146a-5p,NM_022129
hsa-miR-146a-5p,NM_000386
hsa-miR-146a-5p,NM_080662
hsa-miR-146a-5p,NM_080489
hsa-miR-146a-5p,NM_020904
hsa-miR-17-5p,NM_003380
hsa-miR-133a-3p,NM_014079
hsa-miR-133b,NM_014079
hsa-miR-200a-3p,NM_001904
hsa-miR-124-3p,NM_170735
hsa-miR-107,NM_001238
hsa-miR-107,NM_017955
hsa-miR-107,NM_030981
hsa-miR-107,NM_005207
hsa-miR-185-5p,NM_001238
hsa-miR-185-5p,NM_001014431
hsa-miR-185-5p,NM_003483
hsa-miR-185-5p,NM_006091
hsa-miR-200b-3p,NM_018948
hsa-miR-429,NM_018948
hsa-miR-17-5p,NM_000633
hsa-miR-20a-5p,NM_000633
hsa-miR-155-5p,NM_003824
hsa-miR-143-3p,NM_022552
hsa-miR-145-5p,NM_015176
hsa-miR-145-5p,NM_022735
hsa-miR-145-5p,NM_022832
hsa-miR-145-5p,NM_002890
hsa-miR-145-5p,NM_018246
hsa-miR-145-5p,NM_014267
hsa-miR-7-5p,NM_002394
hsa-miR-125b-5p,NM_001419
hsa-miR-29a-3p,NM_030625
hsa-miR-502-5p,NM_020382
hsa-miR-34a-5p,NM_024408
hsa-miR-128-3p,NM_005933
hsa-miR-128-3p,NM_005935
hsa-miR-24-3p,NM_004217
hsa-miR-24-3p,NM_007294
hsa-miR-24-3p,NM_001786
hsa-miR-24-3p,NM_000075
hsa-miR-210-3p,NM_012115
hsa-miR-181a-5p,NM_000125
hsa-miR-181b-5p,NM_000125
hsa-miR-153-3p,NM_000633
hsa-miR-133a-3p,NM_001664
hsa-miR-181d-5p,NM_016231
hsa-miR-181d-5p,NM_001265
hsa-miR-181d-5p,NM_005257
hsa-miR-331-3p,NM_004448
hsa-miR-21-5p,NM_004735
hsa-miR-155-5p,NM_053056
hsa-miR-27a-3p,NM_003824
hsa-miR-1,NM_000633
hsa-miR-145-5p,NM_000875
hsa-miR-182-5p,NM_000875
hsa-miR-222-3p,NM_000636
hsa-miR-129-5p,NM_020474
hsa-miR-129-5p,NM_022763
hsa-miR-129-5p,NM_033285
hsa-miR-129-5p,NM_001987
hsa-miR-129-5p,NM_053023
hsa-miR-129-5p,NM_001100399
hsa-miR-129-5p,NM_001204
hsa-miR-548d-3p,NM_004448
hsa-miR-559,NM_004448
hsa-miR-27a-3p,NM_012198
hsa-miR-489-3p,NM_012198
hsa-miR-27a-3p,NM_000288
hsa-miR-489-3p,NM_000288
hsa-miR-221-3p,NM_138621
hsa-miR-222-3p,NM_138621
hsa-miR-93-5p,NM_078467
hsa-miR-106b-5p,NM_078467
hsa-miR-25-3p,NM_138621
hsa-miR-17-5p,NM_001204
hsa-miR-20a-5p,NM_001204
hsa-miR-19a-3p,NM_001204
hsa-miR-92a-3p,NM_001204
hsa-miR-133a-3p,NM_005556
hsa-miR-145-5p,NM_005556
hsa-miR-128-3p,NM_001007156
hsa-miR-485-3p,NM_001007156
hsa-miR-509-3p,NM_001007156
hsa-miR-625-5p,NM_001007156
hsa-miR-765,NM_001007156
hsa-miR-96-5p,NM_001408
hsa-miR-96-5p,NM_153437
hsa-miR-96-5p,NM_015460
hsa-miR-96-5p,NM_001005861
hsa-miR-302b-3p,NM_003722
hsa-miR-532-5p,NM_004350
hsa-miR-146a-5p,NM_032643
hsa-miR-146a-5p,NM_007315
hsa-miR-122-5p,NM_004756
hsa-miR-122-5p,NM_138387
hsa-miR-122-5p,NM_198321
hsa-miR-122-5p,NM_003288
hsa-miR-122-5p,NM_002751
hsa-miR-122-5p,NM_021813
hsa-miR-122-5p,NM_003999
hsa-miR-122-5p,NM_002871
hsa-miR-122-5p,NM_002579
hsa-miR-122-5p,NM_018449
hsa-miR-122-5p,NM_000615
hsa-miR-122-5p,NM_004077
hsa-miR-122-5p,NM_032682
hsa-miR-122-5p,NM_025151
hsa-miR-122-5p,NM_025195
hsa-miR-122-5p,NM_025250
hsa-miR-122-5p,NM_000034
hsa-miR-122-5p,NM_016369
hsa-miR-122-5p,NM_005588
hsa-miR-122-5p,NM_006162
hsa-miR-21-5p,NM_020651
hsa-miR-129-5p,NM_001259
hsa-miR-148a-3p,NM_014923
hsa-miR-221-3p,NM_181523
hsa-miR-101-5p,NM_000051
hsa-miR-101-3p,NM_000051
hsa-miR-155-5p,NM_005214
hsa-miR-143-3p,NM_000633
hsa-miR-380-5p,NM_000546
hsa-miR-223-3p,NM_033632
hsa-miR-25-3p,NM_033632
hsa-miR-103a-3p,NM_001238
hsa-miR-148b-3p,NM_001130823
hsa-miR-148b-3p,NM_003394
hsa-miR-148b-3p,NM_005450
hsa-miR-148b-3p,NM_002941
hsa-miR-7-5p,NM_005781
hsa-miR-10a-5p,NM_006924
hsa-miR-10b-5p,NM_006924
hsa-miR-302d-3p,NM_052827
hsa-miR-19b-3p,NM_002024
hsa-miR-302b-5p,NM_002024
hsa-miR-323a-3p,NM_002024
hsa-miR-146a-5p,NM_003194
hsa-miR-222-3p,NM_003152
hsa-miR-802,NM_032049
hsa-miR-379-5p,NM_176096
hsa-miR-34a-5p,NM_001001391
hsa-miR-200c-3p,NM_000214
hsa-miR-141-3p,NM_000214
hsa-miR-26b-5p,NM_005644
hsa-miR-26b-5p,NM_003463
hsa-miR-26b-5p,NM_001161344
hsa-miR-26b-5p,NM_018571
hsa-miR-122-5p,NM_181552
hsa-miR-122-5p,NM_001193511
hsa-miR-122-5p,NM_002293
hsa-miR-122-5p,NM_203351
hsa-miR-122-5p,NM_013943
hsa-miR-122-5p,NM_006113
hsa-miR-122-5p,NM_006565
hsa-miR-122-5p,NM_018650
hsa-miR-122-5p,NM_006265
hsa-let-7a-5p,NM_000914
hsa-miR-21-5p,NM_005036
hsa-miR-516a-5p,NM_015170
hsa-miR-199b-5p,NM_001396
hsa-miR-126-3p,NM_001025366
hsa-miR-622,NM_198219
hsa-miR-29a-3p,NM_001844
hsa-miR-29b-3p,NM_001844
hsa-miR-503-5p,NM_001238
hsa-miR-221-3p,NM_002813
hsa-miR-222-3p,NM_002813
hsa-miR-19a-3p,NM_000594
hsa-miR-199b-5p,NM_001699
hsa-miR-27a-3p,NM_033632
hsa-miR-214-3p,NM_015642
hsa-miR-200b-3p,NM_005180
hsa-miR-15b-5p,NM_005180
hsa-miR-125b-5p,NM_001790
hsa-miR-125b-5p,NM_002708
hsa-miR-125b-5p,NM_002715
hsa-miR-125b-5p,NM_003690
hsa-miR-125b-5p,NM_003211
hsa-miR-125b-5p,NM_033285
hsa-miR-125b-5p,NM_006718
hsa-miR-122-5p,NM_022477
hsa-miR-708-5p,NM_005180
hsa-miR-708-5p,NM_001168
hsa-miR-365a-3p,NM_006037
hsa-miR-9-5p,NM_015215
hsa-miR-9-3p,NM_015215
hsa-miR-16-5p,NM_002253
hsa-miR-16-5p,NM_001174066
hsa-miR-16-5p,NM_001171630
hsa-miR-424-5p,NM_002253
hsa-miR-424-5p,NM_001174066
hsa-miR-424-5p,NM_001171630
hsa-miR-758-3p,NM_005502
hsa-miR-758-3p,NM_001077484
hsa-miR-758-3p,NM_004440
hsa-miR-150-5p,NM_138297
hsa-let-7a-5p,NM_152896
hsa-miR-21-5p,NM_001102654
hsa-miR-34a-5p,NM_004439
hsa-miR-137,NM_004235
hsa-miR-125b-5p,NM_004095
